kohde,jasen,pvknro,sp,IKAL1,ASALUE,V1,V21,V22,V5,H1a_A,H1b_A
51017,2,2,1,7,1.0,450.0,0.0,0.0,0.0,1.0,1.0
51027,1,1,2,7,1.0,0.0,0.0,0.0,40.0,2.0,1.0
51027,1,2,2,7,1.0,0.0,0.0,0.0,60.0,2.0,1.0
51034,1,1,2,5,3.0,0.0,370.0,60.0,0.0,2.0,2.0
51034,1,2,2,5,3.0,0.0,120.0,0.0,40.0,2.0,2.0
51040,1,1,1,6,2.0,0.0,0.0,0.0,10.0,2.0,1.0
51040,1,2,1,6,2.0,660.0,0.0,0.0,30.0,2.0,1.0
51053,2,1,1,7,3.0,,,,,,
51053,2,2,1,7,3.0,,,,,,
51056,2,1,2,5,2.0,440.0,30.0,0.0,10.0,1.0,1.0
51056,2,2,2,5,2.0,0.0,70.0,30.0,0.0,1.0,1.0
51060,1,1,2,4,1.0,0.0,0.0,0.0,20.0,1.0,1.0
51060,1,2,2,4,1.0,240.0,0.0,0.0,100.0,1.0,1.0
51067,2,1,2,9,1.0,0.0,0.0,0.0,0.0,1.0,2.0
51067,2,2,2,9,1.0,0.0,0.0,0.0,40.0,1.0,2.0
51069,2,1,1,5,1.0,,,,,,
51069,2,2,1,5,1.0,,,,,,
51075,2,1,1,9,3.0,0.0,0.0,0.0,20.0,,
51075,2,2,1,9,3.0,0.0,0.0,0.0,10.0,,
51090,1,1,2,6,1.0,500.0,0.0,0.0,20.0,1.0,1.0
51090,1,2,2,6,1.0,0.0,0.0,0.0,70.0,1.0,1.0
51095,2,1,1,6,1.0,210.0,0.0,0.0,90.0,1.0,2.0
51095,2,2,1,6,1.0,350.0,0.0,0.0,50.0,1.0,2.0
51097,2,1,2,7,1.0,440.0,0.0,0.0,30.0,2.0,1.0
51097,2,2,2,7,1.0,0.0,0.0,0.0,30.0,2.0,1.0
51101,1,1,1,7,2.0,280.0,0.0,0.0,0.0,2.0,2.0
51101,1,2,1,7,2.0,110.0,0.0,0.0,0.0,2.0,2.0
51105,1,1,1,6,1.0,0.0,0.0,0.0,0.0,,
51105,1,2,1,6,1.0,480.0,0.0,0.0,0.0,,
51116,1,1,1,6,3.0,630.0,0.0,0.0,0.0,1.0,2.0
51116,1,2,1,6,3.0,340.0,0.0,0.0,0.0,1.0,2.0
51117,2,1,2,4,1.0,0.0,,50.0,0.0,2.0,2.0
51117,2,2,2,4,1.0,0.0,270.0,60.0,0.0,2.0,2.0
51125,2,1,1,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0
51125,2,2,1,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0
51128,1,1,1,7,1.0,0.0,0.0,0.0,20.0,2.0,2.0
51128,1,2,1,7,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51132,2,1,2,9,3.0,0.0,0.0,0.0,90.0,2.0,2.0
51132,2,2,2,9,3.0,0.0,0.0,0.0,80.0,2.0,2.0
51136,2,1,2,5,1.0,0.0,0.0,0.0,10.0,,
51136,2,2,2,5,1.0,1050.0,0.0,0.0,0.0,,
51137,1,1,2,6,1.0,0.0,0.0,0.0,50.0,1.0,1.0
51137,1,2,2,6,1.0,0.0,0.0,0.0,10.0,1.0,1.0
51144,1,1,1,7,1.0,0.0,0.0,0.0,20.0,1.0,1.0
51144,1,2,1,7,1.0,430.0,0.0,0.0,20.0,1.0,1.0
51146,2,1,2,4,1.0,0.0,0.0,0.0,10.0,1.0,2.0
51146,2,2,2,4,1.0,0.0,0.0,0.0,10.0,1.0,2.0
51148,2,1,2,6,2.0,,,,,1.0,1.0
51148,2,2,2,6,2.0,,,,,1.0,1.0
51152,1,1,1,3,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51152,1,2,1,3,1.0,450.0,0.0,0.0,0.0,2.0,2.0
51157,1,1,1,6,1.0,510.0,0.0,0.0,50.0,2.0,2.0
51157,1,2,1,6,1.0,,0.0,0.0,60.0,2.0,2.0
51182,2,1,2,7,1.0,0.0,0.0,0.0,,1.0,1.0
51182,2,2,2,7,1.0,0.0,0.0,0.0,10.0,1.0,1.0
51190,1,1,2,7,1.0,0.0,0.0,0.0,60.0,1.0,1.0
51190,1,2,2,7,1.0,0.0,0.0,0.0,60.0,1.0,1.0
51191,2,1,1,6,1.0,600.0,0.0,,0.0,1.0,1.0
51191,2,2,1,6,1.0,0.0,0.0,0.0,0.0,1.0,1.0
51192,2,1,1,7,1.0,,,,,2.0,1.0
51192,2,2,1,7,1.0,,,,,2.0,1.0
51194,1,1,2,6,1.0,460.0,0.0,0.0,20.0,2.0,1.0
51194,1,2,2,6,1.0,0.0,0.0,0.0,40.0,2.0,1.0
51196,1,1,1,8,1.0,0.0,0.0,0.0,0.0,,
51196,1,2,1,8,1.0,0.0,0.0,0.0,0.0,,
51199,1,1,2,4,2.0,0.0,,170.0,70.0,2.0,2.0
51199,1,2,2,4,2.0,0.0,170.0,410.0,70.0,2.0,2.0
51212,1,1,1,9,1.0,0.0,0.0,0.0,140.0,2.0,1.0
51212,1,2,1,9,1.0,0.0,0.0,0.0,140.0,2.0,1.0
51217,1,1,2,7,1.0,0.0,0.0,0.0,110.0,2.0,2.0
51217,1,2,2,7,1.0,0.0,0.0,0.0,40.0,2.0,2.0
51218,1,1,1,6,1.0,0.0,0.0,0.0,10.0,2.0,1.0
51218,1,2,1,6,1.0,420.0,0.0,0.0,0.0,2.0,1.0
51219,2,1,2,7,1.0,0.0,0.0,0.0,0.0,1.0,1.0
51219,2,2,2,7,1.0,40.0,0.0,0.0,50.0,1.0,1.0
51224,1,1,2,4,1.0,120.0,0.0,0.0,20.0,1.0,2.0
51224,1,2,2,4,1.0,0.0,0.0,0.0,20.0,1.0,2.0
51227,2,2,1,5,1.0,0.0,30.0,0.0,20.0,1.0,1.0
51238,1,1,2,3,1.0,0.0,50.0,50.0,80.0,1.0,2.0
51238,1,2,2,3,1.0,0.0,20.0,110.0,40.0,1.0,2.0
51239,2,1,1,7,1.0,,,,,1.0,1.0
51239,2,2,1,7,1.0,,,,,1.0,1.0
51243,1,1,2,7,1.0,0.0,0.0,0.0,50.0,0.0,0.0
51243,1,2,2,7,1.0,0.0,0.0,0.0,140.0,60.0,120.0
51249,1,1,2,9,1.0,0.0,0.0,0.0,10.0,2.0,2.0
51249,1,2,2,9,1.0,0.0,,0.0,40.0,2.0,2.0
51254,1,1,1,6,1.0,0.0,0.0,0.0,80.0,2.0,1.0
51254,1,2,1,6,1.0,500.0,0.0,0.0,10.0,2.0,1.0
51256,1,1,1,4,3.0,0.0,0.0,0.0,20.0,1.0,2.0
51256,1,2,1,4,3.0,550.0,0.0,0.0,0.0,1.0,2.0
51259,1,1,1,3,1.0,,,,,1.0,1.0
51259,1,2,1,3,1.0,,,,,1.0,1.0
51264,1,1,2,4,1.0,,,,,2.0,2.0
51264,1,2,2,4,1.0,,,,,2.0,2.0
51272,2,1,1,7,3.0,0.0,0.0,0.0,0.0,2.0,2.0
51272,2,2,1,7,3.0,0.0,0.0,0.0,0.0,2.0,2.0
51280,1,1,1,8,1.0,,,,,2.0,1.0
51280,1,2,1,8,1.0,,,,,2.0,1.0
51283,1,1,1,8,1.0,0.0,0.0,0.0,30.0,2.0,2.0
51283,1,2,1,8,1.0,0.0,0.0,0.0,10.0,2.0,2.0
51284,1,1,2,8,1.0,0.0,0.0,0.0,50.0,2.0,2.0
51284,1,2,2,8,1.0,0.0,0.0,0.0,30.0,2.0,2.0
51294,2,1,2,6,3.0,480.0,0.0,0.0,10.0,2.0,1.0
51294,2,2,2,6,3.0,300.0,0.0,0.0,10.0,2.0,1.0
51296,1,1,2,4,1.0,0.0,0.0,0.0,30.0,1.0,1.0
51296,1,2,2,4,1.0,0.0,0.0,0.0,40.0,1.0,1.0
51299,2,1,2,5,3.0,0.0,10.0,0.0,10.0,2.0,1.0
51299,2,2,2,5,3.0,450.0,10.0,0.0,10.0,2.0,1.0
51303,1,1,1,8,2.0,,,,,2.0,2.0
51303,1,2,1,8,2.0,,,,,2.0,2.0
51310,1,1,2,7,1.0,0.0,0.0,0.0,40.0,1.0,1.0
51310,1,2,2,7,1.0,0.0,0.0,0.0,130.0,1.0,1.0
51315,1,1,2,3,1.0,0.0,0.0,0.0,10.0,1.0,2.0
51315,1,2,2,3,1.0,0.0,0.0,0.0,0.0,1.0,2.0
51316,1,1,2,6,2.0,220.0,140.0,0.0,30.0,1.0,1.0
51316,1,2,2,6,2.0,290.0,70.0,0.0,20.0,1.0,1.0
51317,2,1,2,8,3.0,0.0,0.0,0.0,40.0,2.0,2.0
51341,2,1,2,5,1.0,0.0,0.0,0.0,50.0,1.0,1.0
51344,2,1,2,6,1.0,0.0,20.0,110.0,70.0,1.0,1.0
51344,2,2,2,6,1.0,440.0,20.0,0.0,10.0,1.0,1.0
51364,1,1,2,5,3.0,0.0,0.0,0.0,80.0,1.0,1.0
51364,1,2,2,5,3.0,0.0,0.0,0.0,80.0,1.0,1.0
51365,1,1,2,7,1.0,0.0,0.0,0.0,70.0,1.0,1.0
51365,1,2,2,7,1.0,0.0,0.0,0.0,70.0,1.0,1.0
51366,2,1,1,9,3.0,0.0,0.0,0.0,30.0,2.0,1.0
51366,2,2,1,9,3.0,0.0,0.0,0.0,40.0,2.0,1.0
51370,1,1,2,9,2.0,0.0,0.0,0.0,60.0,2.0,2.0
51370,1,2,2,9,2.0,0.0,0.0,0.0,0.0,2.0,2.0
51380,1,1,2,7,2.0,0.0,0.0,0.0,100.0,2.0,2.0
51380,1,2,2,7,2.0,0.0,0.0,0.0,80.0,2.0,2.0
51390,1,1,1,6,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51390,1,2,1,6,1.0,0.0,0.0,0.0,30.0,2.0,2.0
51391,1,1,2,9,1.0,0.0,0.0,0.0,50.0,1.0,1.0
51391,1,2,2,9,1.0,0.0,0.0,0.0,60.0,1.0,1.0
51393,2,1,2,7,1.0,0.0,0.0,0.0,180.0,2.0,2.0
51393,2,2,2,7,1.0,0.0,0.0,0.0,130.0,2.0,2.0
51398,1,1,2,7,1.0,0.0,0.0,0.0,80.0,1.0,2.0
51398,1,2,2,7,1.0,0.0,0.0,0.0,90.0,1.0,2.0
51401,1,1,1,7,3.0,610.0,0.0,0.0,10.0,2.0,1.0
51403,2,1,1,5,1.0,0.0,10.0,40.0,10.0,1.0,2.0
51403,2,2,1,5,1.0,0.0,10.0,10.0,20.0,1.0,2.0
51404,1,1,2,5,1.0,450.0,0.0,0.0,20.0,1.0,1.0
51404,1,2,2,5,1.0,0.0,0.0,0.0,180.0,1.0,1.0
51406,2,1,1,4,1.0,450.0,180.0,0.0,0.0,1.0,2.0
51406,2,2,1,4,1.0,0.0,120.0,0.0,0.0,1.0,2.0
51408,2,1,2,5,3.0,0.0,0.0,0.0,20.0,1.0,1.0
51408,2,2,2,5,3.0,0.0,0.0,0.0,40.0,1.0,1.0
51409,1,1,2,3,1.0,,,,,1.0,1.0
51409,1,2,2,3,1.0,,,,,1.0,1.0
51418,1,1,1,7,3.0,0.0,0.0,0.0,40.0,2.0,2.0
51418,1,2,1,7,3.0,0.0,0.0,0.0,10.0,2.0,2.0
51419,2,1,1,6,3.0,0.0,0.0,0.0,50.0,2.0,2.0
51419,2,2,1,6,3.0,0.0,0.0,0.0,10.0,2.0,2.0
51424,1,1,1,7,1.0,0.0,0.0,0.0,20.0,2.0,1.0
51424,1,2,1,7,1.0,510.0,0.0,0.0,0.0,2.0,1.0
51425,2,1,2,6,3.0,370.0,0.0,0.0,60.0,2.0,1.0
51425,2,2,2,6,3.0,200.0,0.0,0.0,0.0,2.0,1.0
51431,1,1,2,6,1.0,520.0,0.0,0.0,20.0,1.0,1.0
51431,1,2,2,6,1.0,0.0,0.0,0.0,0.0,1.0,1.0
51437,1,1,2,6,1.0,0.0,0.0,0.0,20.0,1.0,1.0
51437,1,2,2,6,1.0,460.0,0.0,0.0,20.0,1.0,1.0
51442,1,1,2,5,3.0,310.0,0.0,0.0,30.0,1.0,2.0
51442,1,2,2,5,3.0,400.0,0.0,0.0,80.0,1.0,2.0
51456,1,1,1,4,1.0,,,,,,
51456,1,2,1,4,1.0,,,,,,
51457,1,1,2,8,1.0,0.0,0.0,0.0,20.0,2.0,1.0
51457,1,2,2,8,1.0,0.0,0.0,0.0,20.0,2.0,1.0
51462,1,1,2,6,2.0,400.0,0.0,0.0,30.0,2.0,1.0
51462,1,2,2,6,2.0,540.0,0.0,0.0,0.0,2.0,1.0
51463,2,1,2,5,1.0,0.0,410.0,0.0,10.0,1.0,1.0
51463,2,2,2,5,1.0,0.0,500.0,0.0,0.0,1.0,1.0
51464,1,1,1,3,1.0,0.0,0.0,0.0,40.0,1.0,1.0
51464,1,2,1,3,1.0,240.0,0.0,0.0,30.0,1.0,1.0
51466,2,1,2,4,1.0,460.0,20.0,0.0,20.0,1.0,2.0
51466,2,2,2,4,1.0,0.0,80.0,0.0,0.0,1.0,2.0
51471,1,1,2,4,1.0,390.0,0.0,0.0,0.0,1.0,2.0
51471,1,2,2,4,1.0,0.0,0.0,0.0,10.0,1.0,2.0
51484,1,1,2,4,1.0,390.0,0.0,0.0,0.0,1.0,1.0
51484,1,2,2,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0
51487,2,1,2,5,1.0,0.0,0.0,0.0,30.0,,
51487,2,2,2,5,1.0,0.0,0.0,0.0,30.0,,
51494,2,1,2,5,1.0,0.0,0.0,0.0,10.0,2.0,2.0
51494,2,2,2,5,1.0,450.0,0.0,0.0,0.0,2.0,2.0
51498,1,1,2,6,1.0,0.0,0.0,0.0,130.0,2.0,2.0
51498,1,2,2,6,1.0,0.0,0.0,0.0,60.0,2.0,2.0
51502,2,1,2,6,1.0,0.0,10.0,0.0,0.0,1.0,1.0
51502,2,2,2,6,1.0,0.0,0.0,0.0,60.0,1.0,1.0
51507,1,1,1,5,1.0,0.0,0.0,0.0,40.0,1.0,1.0
51507,1,2,1,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0
51508,1,1,2,7,3.0,,,,,2.0,2.0
51508,1,2,2,7,3.0,,,,,2.0,
51519,1,1,1,5,1.0,360.0,0.0,0.0,0.0,1.0,1.0
51519,1,2,1,5,1.0,0.0,0.0,0.0,60.0,1.0,1.0
51524,1,1,1,6,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51524,1,2,1,6,1.0,0.0,0.0,0.0,10.0,2.0,2.0
51539,2,1,1,5,3.0,490.0,0.0,0.0,20.0,2.0,2.0
51539,2,2,1,5,3.0,0.0,0.0,0.0,0.0,2.0,2.0
51549,1,1,2,8,1.0,0.0,0.0,0.0,50.0,1.0,1.0
51549,1,2,2,8,1.0,0.0,0.0,0.0,40.0,1.0,1.0
51551,2,1,2,3,3.0,,,,,1.0,1.0
51551,2,2,2,3,3.0,,,,,1.0,1.0
51553,2,1,2,5,1.0,10.0,50.0,0.0,70.0,1.0,1.0
51553,2,2,2,5,1.0,0.0,80.0,30.0,60.0,1.0,1.0
51557,1,1,1,6,3.0,490.0,0.0,0.0,0.0,2.0,2.0
51557,1,2,1,6,3.0,40.0,0.0,0.0,0.0,2.0,2.0
51566,1,1,1,6,2.0,0.0,0.0,0.0,10.0,1.0,1.0
51566,1,2,1,6,2.0,490.0,0.0,0.0,10.0,1.0,1.0
51578,1,1,1,6,2.0,480.0,0.0,0.0,20.0,1.0,1.0
51578,1,2,1,6,2.0,0.0,0.0,0.0,20.0,1.0,1.0
51581,1,1,2,9,1.0,0.0,0.0,0.0,70.0,1.0,
51581,1,2,2,9,1.0,0.0,0.0,0.0,10.0,1.0,1.0
51586,1,1,2,4,3.0,450.0,0.0,0.0,0.0,1.0,2.0
51586,1,2,2,4,3.0,0.0,0.0,0.0,20.0,1.0,2.0
51590,1,1,2,3,1.0,30.0,160.0,130.0,10.0,1.0,2.0
51590,1,2,2,3,1.0,0.0,210.0,260.0,20.0,,2.0
51592,1,1,1,3,1.0,0.0,0.0,0.0,30.0,1.0,2.0
51592,1,2,1,3,1.0,0.0,0.0,,20.0,1.0,2.0
51599,1,1,1,7,3.0,490.0,0.0,,20.0,2.0,2.0
51599,1,2,1,7,3.0,0.0,0.0,0.0,50.0,2.0,2.0
51601,1,1,2,6,1.0,30.0,10.0,0.0,50.0,1.0,1.0
51601,1,2,2,6,1.0,510.0,0.0,0.0,10.0,1.0,1.0
51605,1,1,2,6,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51605,1,2,2,6,1.0,0.0,0.0,0.0,0.0,,2.0
51607,1,1,1,9,1.0,0.0,0.0,0.0,0.0,360.0,120.0
51607,1,2,1,9,1.0,0.0,0.0,0.0,40.0,60.0,120.0
51610,1,1,1,5,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51610,1,2,1,5,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51612,1,1,2,7,1.0,0.0,0.0,0.0,70.0,,
51612,1,2,2,7,1.0,0.0,0.0,0.0,10.0,,
51617,1,1,2,7,3.0,0.0,0.0,0.0,90.0,2.0,1.0
51617,1,2,2,7,3.0,0.0,0.0,0.0,80.0,2.0,1.0
51619,1,1,1,8,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51619,1,2,1,8,1.0,0.0,0.0,0.0,60.0,2.0,2.0
51626,1,1,1,9,1.0,30.0,0.0,0.0,0.0,2.0,2.0
51627,1,1,2,7,3.0,0.0,0.0,0.0,10.0,2.0,1.0
51627,1,2,2,7,3.0,0.0,0.0,0.0,80.0,2.0,1.0
51638,1,1,2,8,3.0,,,,,2.0,1.0
51638,1,2,2,8,3.0,,,,,2.0,1.0
51639,1,1,1,5,1.0,0.0,0.0,0.0,60.0,2.0,1.0
51639,1,2,1,5,1.0,520.0,0.0,0.0,10.0,2.0,1.0
51644,1,1,2,7,3.0,0.0,0.0,0.0,60.0,2.0,2.0
51644,1,2,2,7,3.0,,0.0,0.0,40.0,2.0,2.0
51645,2,1,2,4,1.0,,,,,2.0,2.0
51645,2,2,2,4,1.0,,,,,2.0,2.0
51646,2,1,2,4,3.0,0.0,0.0,0.0,0.0,1.0,2.0
51646,2,2,2,4,3.0,520.0,0.0,0.0,0.0,1.0,2.0
51663,1,1,1,7,1.0,,0.0,0.0,50.0,1.0,2.0
51663,1,2,1,7,1.0,0.0,0.0,0.0,10.0,1.0,2.0
51667,1,1,2,5,2.0,460.0,50.0,0.0,30.0,1.0,1.0
51667,1,2,2,5,2.0,0.0,40.0,0.0,100.0,1.0,1.0
51670,2,1,2,5,2.0,0.0,70.0,50.0,110.0,1.0,1.0
51670,2,2,2,5,2.0,470.0,20.0,0.0,20.0,1.0,1.0
51673,2,1,1,5,2.0,450.0,0.0,0.0,30.0,2.0,2.0
51673,2,2,1,5,2.0,360.0,0.0,0.0,10.0,2.0,2.0
51674,1,1,1,4,1.0,,,,,1.0,1.0
51674,1,2,1,4,1.0,,,,,1.0,1.0
51675,1,1,1,6,1.0,0.0,0.0,0.0,30.0,2.0,2.0
51675,1,2,1,6,1.0,720.0,0.0,0.0,10.0,2.0,2.0
51685,2,1,2,4,1.0,480.0,10.0,0.0,0.0,1.0,2.0
51685,2,2,2,4,1.0,440.0,10.0,70.0,30.0,1.0,2.0
51689,1,1,2,5,2.0,340.0,30.0,0.0,10.0,2.0,1.0
51697,1,1,2,3,1.0,,,,,1.0,2.0
51697,1,2,2,3,1.0,,,,,1.0,2.0
51699,2,1,1,5,1.0,750.0,0.0,0.0,0.0,1.0,2.0
51699,2,2,1,5,1.0,0.0,10.0,0.0,0.0,1.0,2.0
51702,2,1,2,7,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51702,2,2,2,7,1.0,0.0,0.0,0.0,10.0,2.0,2.0
51710,2,1,2,9,1.0,0.0,0.0,0.0,0.0,,
51710,2,2,2,9,1.0,0.0,0.0,0.0,0.0,,
51717,2,1,1,6,3.0,600.0,0.0,0.0,10.0,2.0,2.0
51717,2,2,1,6,3.0,200.0,0.0,0.0,20.0,,2.0
51726,2,1,1,5,1.0,0.0,0.0,0.0,0.0,,
51726,2,2,1,5,1.0,500.0,0.0,0.0,0.0,,
51729,1,1,1,6,3.0,,,,,1.0,2.0
51729,1,2,1,6,3.0,,,,,1.0,2.0
51732,1,1,1,8,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51732,1,2,1,8,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51735,2,1,2,8,1.0,0.0,0.0,0.0,20.0,,
51735,2,2,2,8,1.0,0.0,0.0,0.0,60.0,,
51737,2,1,2,4,3.0,470.0,0.0,0.0,30.0,1.0,1.0
51737,2,2,2,4,3.0,0.0,0.0,0.0,20.0,1.0,1.0
51740,1,1,2,5,1.0,0.0,0.0,0.0,190.0,2.0,1.0
51740,1,2,2,5,1.0,0.0,0.0,0.0,100.0,2.0,1.0
51741,1,1,2,7,1.0,0.0,0.0,0.0,30.0,1.0,1.0
51741,1,2,2,7,1.0,0.0,0.0,0.0,60.0,1.0,1.0
51742,2,1,1,6,1.0,0.0,0.0,0.0,10.0,1.0,2.0
51742,2,2,1,6,1.0,540.0,0.0,0.0,30.0,1.0,2.0
51746,1,1,1,6,1.0,0.0,0.0,0.0,30.0,1.0,1.0
51746,1,2,1,6,1.0,0.0,0.0,0.0,0.0,1.0,1.0
51750,1,1,1,9,1.0,0.0,0.0,0.0,0.0,2.0,1.0
51750,1,2,1,9,1.0,60.0,0.0,0.0,0.0,2.0,1.0
51751,2,1,2,7,1.0,0.0,0.0,0.0,110.0,2.0,1.0
51751,2,2,2,7,1.0,0.0,0.0,0.0,20.0,2.0,1.0
51754,1,1,2,5,1.0,0.0,0.0,0.0,70.0,1.0,2.0
51754,1,2,2,5,1.0,450.0,0.0,0.0,50.0,1.0,2.0
51771,1,1,2,7,1.0,0.0,0.0,0.0,10.0,2.0,2.0
51771,1,2,2,7,1.0,0.0,0.0,0.0,40.0,2.0,2.0
51785,1,1,1,7,1.0,,0.0,0.0,120.0,1.0,2.0
51785,1,2,1,7,1.0,0.0,0.0,0.0,20.0,1.0,2.0
51788,1,1,2,5,1.0,,60.0,30.0,40.0,2.0,2.0
51788,1,2,2,5,1.0,490.0,30.0,0.0,0.0,2.0,2.0
51790,2,1,1,4,1.0,650.0,0.0,0.0,0.0,1.0,1.0
51790,2,2,1,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0
51803,1,1,2,5,1.0,,,,,1.0,1.0
51803,1,2,2,5,1.0,,,,,1.0,1.0
51804,2,1,1,7,1.0,480.0,20.0,0.0,0.0,2.0,2.0
51804,2,2,1,7,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51807,2,1,2,5,3.0,730.0,0.0,0.0,60.0,1.0,1.0
51807,2,2,2,5,3.0,720.0,0.0,0.0,50.0,1.0,1.0
51814,1,1,1,3,1.0,0.0,0.0,0.0,30.0,0.0,60.0
51814,1,2,1,3,1.0,0.0,0.0,0.0,0.0,0.0,300.0
51819,2,1,2,8,1.0,0.0,0.0,0.0,50.0,2.0,1.0
51819,2,2,2,8,1.0,0.0,0.0,0.0,70.0,2.0,1.0
51822,2,1,2,9,2.0,0.0,0.0,0.0,50.0,2.0,2.0
51822,2,2,2,9,2.0,0.0,0.0,0.0,50.0,2.0,2.0
51824,1,1,2,7,2.0,580.0,0.0,0.0,10.0,1.0,1.0
51824,1,2,2,7,2.0,0.0,0.0,0.0,60.0,1.0,1.0
51831,2,1,2,3,1.0,430.0,0.0,0.0,0.0,2.0,2.0
51831,2,2,2,3,1.0,0.0,0.0,0.0,0.0,2.0,2.0
51832,1,1,2,6,2.0,620.0,0.0,0.0,70.0,2.0,2.0
51832,1,2,2,6,2.0,300.0,0.0,0.0,10.0,2.0,2.0
51846,1,1,1,5,1.0,0.0,0.0,0.0,30.0,2.0,2.0
51846,1,2,1,5,1.0,0.0,0.0,0.0,40.0,2.0,2.0
51847,1,1,1,5,1.0,390.0,0.0,0.0,90.0,2.0,2.0
51847,1,2,1,5,1.0,150.0,0.0,0.0,70.0,2.0,2.0
51848,1,1,2,6,1.0,,,,,1.0,1.0
51848,1,2,2,6,1.0,,,,,1.0,1.0
51851,2,1,1,4,1.0,,,,,1.0,1.0
51851,2,2,1,4,1.0,,,,,1.0,1.0
51854,1,1,1,4,1.0,0.0,0.0,0.0,10.0,2.0,2.0
51854,1,2,1,4,1.0,480.0,0.0,0.0,30.0,2.0,2.0
51855,1,1,2,5,1.0,0.0,0.0,0.0,40.0,1.0,1.0
51855,1,2,2,5,1.0,430.0,10.0,20.0,50.0,1.0,1.0
51857,1,1,1,7,1.0,,,,,1.0,1.0
51857,1,2,1,7,1.0,,,,,1.0,1.0
51871,2,1,2,4,2.0,0.0,200.0,20.0,60.0,2.0,2.0
51871,2,2,2,4,2.0,0.0,130.0,20.0,60.0,2.0,2.0
51875,1,1,2,8,3.0,140.0,0.0,0.0,0.0,2.0,2.0
51875,1,2,2,8,3.0,180.0,0.0,0.0,60.0,2.0,2.0
51895,1,1,1,6,1.0,110.0,0.0,0.0,10.0,2.0,1.0
51895,1,2,1,6,1.0,470.0,0.0,0.0,10.0,2.0,1.0
51900,1,1,1,5,1.0,0.0,50.0,90.0,50.0,1.0,2.0
51900,1,2,1,5,1.0,590.0,0.0,0.0,20.0,1.0,2.0
51904,1,1,2,4,1.0,0.0,140.0,120.0,60.0,1.0,2.0
51904,1,2,2,4,1.0,50.0,270.0,110.0,40.0,1.0,2.0
51905,1,1,2,5,3.0,0.0,0.0,0.0,0.0,2.0,2.0
51905,1,2,2,5,3.0,450.0,0.0,0.0,0.0,2.0,2.0
51914,2,1,2,6,1.0,40.0,0.0,0.0,30.0,1.0,1.0
51914,2,2,2,6,1.0,620.0,0.0,0.0,10.0,1.0,1.0
51917,1,1,2,7,1.0,0.0,0.0,0.0,30.0,1.0,2.0
51917,1,2,2,7,1.0,0.0,0.0,0.0,70.0,1.0,2.0
51925,2,1,1,5,1.0,,,,,1.0,1.0
51925,2,2,1,5,1.0,,,,,1.0,1.0
51926,1,1,1,7,3.0,0.0,0.0,0.0,20.0,1.0,1.0
51926,1,2,1,7,3.0,0.0,0.0,0.0,10.0,1.0,1.0
51930,1,1,1,9,2.0,0.0,0.0,0.0,10.0,2.0,2.0
51930,1,2,1,9,2.0,0.0,0.0,0.0,0.0,2.0,2.0
51934,1,1,1,8,3.0,,,,,2.0,2.0
51934,1,2,1,8,3.0,,,,,2.0,2.0
51944,1,1,1,5,1.0,340.0,0.0,0.0,30.0,120.0,120.0
51944,1,2,1,5,1.0,110.0,0.0,0.0,20.0,120.0,60.0
51946,2,1,1,4,3.0,390.0,0.0,20.0,10.0,300.0,0.0
51946,2,2,1,4,3.0,620.0,0.0,0.0,10.0,0.0,0.0
51948,2,1,2,8,2.0,0.0,0.0,0.0,50.0,2.0,2.0
51948,2,2,2,8,2.0,0.0,0.0,0.0,70.0,2.0,2.0
51959,1,1,1,9,2.0,0.0,0.0,0.0,0.0,2.0,2.0
51959,1,2,1,9,2.0,0.0,0.0,0.0,0.0,2.0,2.0
51960,2,1,1,7,1.0,0.0,0.0,0.0,20.0,1.0,1.0
51960,2,2,1,7,1.0,0.0,0.0,0.0,20.0,1.0,1.0
51967,1,1,1,7,3.0,420.0,0.0,0.0,80.0,2.0,2.0
51967,1,2,1,7,3.0,0.0,0.0,0.0,70.0,2.0,2.0
51971,1,1,2,6,3.0,0.0,0.0,0.0,0.0,1.0,2.0
51971,1,2,2,6,3.0,680.0,0.0,0.0,0.0,1.0,2.0
51973,1,1,1,5,2.0,0.0,0.0,0.0,0.0,1.0,2.0
51973,1,2,1,5,2.0,0.0,0.0,0.0,10.0,1.0,2.0
51980,1,1,2,6,2.0,0.0,0.0,0.0,0.0,1.0,1.0
51980,1,2,2,6,2.0,460.0,0.0,0.0,20.0,1.0,1.0
